,short_name,nationality,club,age,wage_eur,value_eur,defending_standing_tackle,dribbling,movement_reactions,movement_reactions,attacking_short_passing,mentality_vision,value_pred
3033,L. Nguyen,United States,Los Angeles FC,32,7000,3100000,44,74.0,74,74,75,73,4132000.0
3036,Mosquera,Spain,SD Huesca,31,7000,3000000,70,67.0,71,71,70,72,1785625.0
3040,E. Vecchio,Argentina,Al Ittihad,30,29000,3700000,59,76.0,70,70,76,74,4917500.0
3045,T. Hořava,Czech Republic,Viktoria Plzeň,31,1000,3400000,65,73.0,73,73,73,75,3872250.0
3046,Fernando Boldrin,Brazil,Çaykur Rizespor,30,13000,3800000,57,72.0,69,69,77,70,3595500.0
3047,J. Johansson,Sweden,Stade Rennais FC,29,32000,3800000,80,64.0,71,71,77,68,4505500.0
3055,V. Stocker,Switzerland,FC Basel 1893,30,21000,3800000,37,74.0,70,70,77,79,4866000.0
3058,J. Howson,England,Middlesbrough,31,27000,3400000,72,71.0,71,71,71,73,3462625.0
3059,Fran Mérida,Spain,CA Osasuna,29,23000,3400000,72,69.0,68,68,76,74,3919375.0
3060,J. Molina,Mexico,Guadalajara,31,27000,3000000,71,66.0,73,73,70,67,2704375.0
3061,A. Grünwald,Austria,FK Austria Wien,30,15000,3800000,54,72.0,69,69,74,75,3805500.0
3065,M. Donald,Netherlands,Yeni Malatyaspor,30,11000,3300000,68,67.0,73,73,77,68,3369875.0
3068,Castro,Portugal,Göztepe SK,31,20000,3500000,66,74.0,70,70,74,74,3807500.0
3070,Djalma,Angola,Alanyaspor,32,13000,3100000,41,73.0,67,67,71,63,3050250.0
3075,G. Kakuta,DR Congo,Amiens SC,28,16000,4000000,41,79.0,66,66,69,70,4395500.0
3076,L. Fer,Netherlands,Feyenoord,29,11000,3400000,70,72.0,70,70,73,68,3398000.0
3081,S. Johansen,Norway,Fulham,28,35000,4000000,68,73.0,71,71,72,72,3983000.0
3083,P. Mpoku,DR Congo,Standard de Liège,27,14000,4200000,50,73.0,68,68,73,74,4020500.0
3085,R. Rodelin,France,En Avant de Guingamp,29,9000,3900000,30,72.0,72,72,73,73,4275000.0
3086,Dani Pacheco,Spain,Málaga CF,28,10000,4000000,28,78.0,68,68,76,69,5075000.0
3088,Serey Dié,Ivory Coast,FC Basel 1893,34,19000,1500000,74,70.0,70,70,71,64,2154875.0
3089,M. Estigarribia,Paraguay,Club Atlético Colón,31,12000,3500000,66,72.0,74,74,72,65,3241125.0
3090,J. Livermore,England,West Bromwich Albion,29,35000,3800000,72,69.0,74,74,76,66,4697000.0
3092,A. Gunnarsson,Iceland,Iceland,30,0,0,72,69.0,71,71,71,64,745125.0
3093,Caiuby,Brazil,FC Augsburg,30,20000,3800000,24,71.0,72,72,71,71,3134375.0
3094,Saúl Berjón,Spain,Real Oviedo,33,10000,2400000,43,73.0,67,67,73,75,2791000.0
3098,O. Şahan,Turkey,Denizlispor,32,20000,3100000,63,74.0,70,70,73,74,3454500.0
3099,J. Kovařík,Czech Republic,Viktoria Plzeň,31,1000,3500000,60,70.0,74,74,74,76,3182375.0
3100,Rogerinho,Brazil,Ettifaq FC,32,24000,3100000,39,77.0,68,68,67,71,4355500.0
3103,Oier,Spain,CA Osasuna,33,22000,1900000,70,67.0,69,69,71,73,1951250.0
3105,N. Krstičić,Serbia,AEK Athens,28,1000,4000000,73,71.0,73,73,76,73,4909500.0
3108,A. Ríos,Mexico,Deportivo Toluca,30,18000,3300000,70,61.0,68,68,73,71,3406675.0
3109,Y. Öztekin,Turkey,Göztepe SK,32,20000,3100000,40,76.0,73,73,72,70,4206000.0
3118,M. Stiepermann,Germany,Norwich City,28,37000,4000000,68,72.0,75,75,71,75,3754000.0
3126,M. Klich,Poland,Leeds United,29,49000,3800000,63,71.0,68,68,75,72,3626000.0
3133,S. Okazaki,Japan,Málaga CF,33,9000,2400000,56,74.0,78,78,74,69,3877500.0
3138,S. Gürler,Turkey,Göztepe SK,27,20000,4200000,54,74.0,69,69,70,70,3532250.0
3139,M. Pack,England,Cardiff City,28,22000,3600000,67,69.0,68,68,76,72,3515000.0
3142,Samu Sáiz,Spain,Girona FC,28,9000,4000000,30,75.0,67,67,66,77,4135625.0
3147,M. Autret,France,Stade Brestois 29,28,16000,4000000,49,74.0,70,70,75,73,4250000.0
3150,V. Pajot,France,Angers SCO,28,20000,4000000,74,71.0,76,76,76,71,4781750.0
3154,M. Rzatkowski,Germany,New York Red Bulls,29,8000,3800000,63,75.0,72,72,73,70,3746500.0
3160,Vicente Gómez,Spain,Deportivo de La Coruña,30,8000,3700000,72,66.0,70,70,76,76,4072125.0
3166,André Martins,Portugal,Legia Warszawa,29,10000,3800000,55,79.0,75,75,75,73,9153500.0
3168,B. Dejaegere,Belgium,KAA Gent,28,18000,4000000,68,77.0,71,71,71,70,4877750.0
3171,P. Ntep,Cameroon,VfL Wolfsburg,26,32000,4300000,25,77.0,73,73,73,66,4944000.0
3173,N. Benezet,France,Toronto FC,28,8000,4000000,22,76.0,70,70,72,74,4750500.0
3174,O. John,Netherlands,Vitória Guimarães,27,9000,4200000,23,76.0,69,69,74,72,4856500.0
3175,M. Knoll,Germany,FC St. Pauli,28,15000,3600000,76,64.0,73,73,73,66,3478075.0
3180,O. Kragl,Germany,Benevento,29,5000,3900000,53,73.0,73,73,70,60,3391750.0
3181,G. Hauche,Argentina,Argentinos Juniors,32,11000,3100000,46,75.0,72,72,71,69,3254500.0
3183,Hervías,Spain,Real Valladolid CF,26,16000,4300000,31,77.0,70,70,69,66,5012500.0
3184,Nildo Petrolina,Brazil,Al Taawoun,33,20000,2400000,60,75.0,67,67,70,68,2600625.0
3185,Iván Sánchez,Spain,Elche CF,26,7000,4300000,22,77.0,59,59,68,65,3696000.0
3192,T. Dingomé,France,Stade de Reims,28,24000,4000000,67,74.0,70,70,74,76,4475500.0
3193,R. Bezus,Ukraine,KAA Gent,28,18000,4000000,48,72.0,67,67,75,79,3176000.0
3194,Roberto Torres,Spain,CA Osasuna,30,24000,3800000,65,71.0,72,72,69,77,3348500.0
3197,M. Bolaños,Ecuador,Club Tijuana,29,18000,3900000,25,74.0,69,69,67,72,3792375.0
3205,S. Al Dawsari,Saudi Arabia,Al Hilal,27,29000,4200000,28,76.0,65,65,65,72,4114500.0
3207,Víctor Rodríguez,Spain,Seattle Sounders FC,29,8000,3900000,47,75.0,69,69,73,74,4514500.0
3208,A. Maxim,Romania,1. FSV Mainz 05,28,22000,4000000,30,78.0,70,70,70,74,4962000.0
3209,Pedro Santos,Portugal,Columbus Crew SC,31,7000,3500000,59,73.0,70,70,69,71,1782750.0
3210,P. Hurtado,Peru,Atiker Konyaspor,28,16000,4000000,34,75.0,67,67,71,71,3913000.0
3212,Álex Gallar,Spain,SD Huesca,27,8000,4200000,36,73.0,62,62,72,68,3340500.0
3213,J. Gondorf,Germany,SC Freiburg,31,20000,3400000,69,72.0,74,74,77,73,4250500.0
3218,Puertas,Spain,Granada CF,27,17000,4200000,35,74.0,66,66,67,66,3667250.0
3221,E. Pavez,Chile,Chile,29,0,0,69,72.0,70,70,73,71,1328125.0
3223,F. Hinestroza,Colombia,Junior FC,29,4000,3900000,29,76.0,69,69,69,69,5651250.0
3225,S. Mendoza,Colombia,Amiens SC,27,16000,4200000,31,78.0,64,64,62,64,3763000.0
3227,S. Cárdenas,Colombia,Atlético Bucaramanga,29,2000,3900000,32,74.0,67,67,72,74,3912500.0
3228,V. Ayala,Paraguay,Gimnasia y Esgrima La Plata,31,13000,3400000,69,73.0,73,73,71,69,3475000.0
3230,G. Lezcano,Argentina,Monarcas Morelia,32,10000,3100000,18,74.0,74,74,66,64,3518875.0
3231,F. Lértora,Argentina,Club Atlético Colón,28,11000,3600000,80,65.0,67,67,65,63,4122125.0
3236,A. Godoy,Panama,San Jose Earthquakes,29,7000,3400000,65,67.0,73,73,79,64,3791000.0
3237,G. Haraguchi,Japan,Hannover 96,28,25000,4000000,46,79.0,70,70,73,66,5044000.0
3242,D. Delgado,Colombia,Independiente Medellín,26,4000,4300000,64,69.0,66,66,68,70,3298125.0
3245,M. Barrios,Colombia,FC Dallas,28,8000,4000000,36,74.0,70,70,67,71,3694125.0
3248,A. Ibargüen,Colombia,Club América,27,39000,4200000,24,78.0,66,66,67,70,4723000.0
3251,Andrei Girotto,Brazil,FC Nantes,27,19000,3700000,79,68.0,63,63,76,54,3926125.0
3258,Juliano Mascarinhas,Brazil,Grêmio,35,15000,1300000,72,63.0,71,71,74,57,1817025.0
3259,Gustavo Lobateiro,Brazil,Internacional,31,21000,3500000,28,72.0,72,72,77,69,3772500.0
3261,Michel Cruceiro,Brazil,Atlético Mineiro,27,24000,3700000,72,64.0,66,66,74,56,2786500.0
3268,Pietrson Mendes,Brazil,Bahia,35,9000,1800000,51,74.0,67,67,76,68,2819000.0
3269,Luis Couprins,Brazil,Atlético Paranaense,31,12000,3000000,71,62.0,64,64,77,65,2826750.0
3270,Marcos Paneira,Brazil,Bahia,31,11000,3000000,75,68.0,73,73,73,71,3466875.0
3273,C. de Pena,Uruguay,Dynamo Kyiv,27,1000,4200000,26,72.0,71,71,73,75,4020000.0
3276,R. Morioka,Japan,Sporting de Charleroi,28,13000,4000000,42,71.0,62,62,78,78,3248625.0
3279,D. Zabala,Uruguay,Rosario Central,27,14000,4200000,39,73.0,64,64,71,75,4041500.0
3281,E. Karaca,Turkey,Alanyaspor,29,13000,3900000,42,78.0,76,76,69,68,4213125.0
3282,D. Liénard,France,RC Strasbourg Alsace,31,23000,3400000,52,71.0,70,70,79,75,3339250.0
3286,V. Sabanter,Ecuador,Ecuador,31,0,0,76,65.0,74,74,72,65,2044125.0
3288,T. Almada,Argentina,Vélez Sarsfield,18,4000,6500000,38,76.0,59,59,69,67,5179625.0
3289,A. Davies,Canada,FC Bayern München,18,18000,6500000,61,76.0,67,67,64,65,4951375.0
3290,Y. Verschaeren,Belgium,RSC Anderlecht,17,2000,6000000,38,78.0,66,66,71,69,6018000.0
3291,J. Dilrosun,Netherlands,Hertha BSC,21,14000,7000000,48,76.0,65,65,65,50,5537750.0
3292,A. Claude Maurice,France,FC Lorient,21,5000,7000000,48,74.0,62,62,67,66,1994000.0
3293,B. Soumaré,France,LOSC Lille,20,18000,7000000,69,74.0,69,69,73,69,6193375.0
3295,Jota,Portugal,SL Benfica,20,7000,6000000,31,79.0,75,75,65,64,6346000.0
3296,D. Lainez,Mexico,Real Betis,19,9000,6000000,54,79.0,66,66,69,65,5646125.0
3298,Tete,Brazil,Shakhtar Donetsk,19,1000,6000000,25,79.0,55,55,74,63,6041000.0
3299,D. James,Wales,Manchester United,21,46000,5500000,27,73.0,68,68,68,63,2213750.0
3300,S. Longstaff,England,Newcastle United,21,20000,5500000,65,67.0,71,71,78,72,3367500.0
3302,M. Cuisance,France,FC Bayern München,19,29000,5500000,61,75.0,66,66,78,76,5887500.0
3303,D. Man,Romania,FCSB (Steaua),20,9000,5500000,38,71.0,65,65,66,67,1226500.0
3305,M. Mehlem,Germany,SV Darmstadt 98,21,11000,5500000,57,78.0,61,61,73,70,5887000.0
3311,I. Gómez,Argentina,Estudiantes de La Plata,22,10000,4900000,71,71.0,69,69,78,50,4430250.0
3312,O. Ejaria,England,Reading,21,12000,5500000,67,77.0,65,65,74,70,5428500.0
3316,S. Żurkowski,Poland,Fiorentina,21,24000,5500000,71,69.0,71,71,72,72,4173250.0
3322,T. Băluță,Romania,Brighton & Hove Albion,20,21000,5000000,74,50.0,67,67,75,62,2912500.0
3327,J. Boga,Ivory Coast,Sassuolo,22,28000,5000000,42,77.0,66,66,65,65,4964625.0
3332,Lucas Fernandes,Brazil,Portimonense SC,21,5000,5000000,52,77.0,73,73,73,71,6216750.0
3336,K. Galanopoulos,Greece,AEK Athens,21,1000,4700000,71,72.0,71,71,74,64,5211500.0
3339,Manu Morlanes,Spain,Villarreal CF,20,15000,5000000,57,72.0,70,70,78,72,4381625.0
3346,Ronaldo Vieira,England,Sampdoria,20,15000,4500000,72,72.0,67,67,74,66,4020125.0
3348,E. Atuesta,Colombia,Los Angeles FC,22,5000,4400000,69,71.0,72,72,77,69,4241500.0
3349,S. Vasiliadis,Germany,SC Paderborn 07,21,13000,4800000,71,72.0,70,70,74,74,3800500.0
3353,E. Fernandes,Switzerland,1. FSV Mainz 05,23,17000,4500000,70,71.0,64,64,74,69,3867500.0
3356,D. Verde,Italy,AEK Athens,23,1000,4600000,37,79.0,66,66,65,68,5042500.0
3358,M. Fares,Algeria,SPAL,23,10000,4600000,67,75.0,70,70,66,63,4351250.0
3361,A. Dioussé,Senegal,AS Saint-Étienne,21,16000,4600000,70,75.0,69,69,78,74,5793500.0
3367,B. Tekpetey,Ghana,Fortuna Düsseldorf,21,15000,4600000,29,77.0,70,70,68,64,4774000.0
3369,E. Rexhbeçaj,Kosovo,VfL Wolfsburg,21,21000,4600000,67,72.0,71,71,76,70,4300000.0
3370,D. Limnios,Greece,PAOK,21,1000,4600000,25,75.0,64,64,66,71,3602000.0
3372,B. Samudio,Paraguay,Çaykur Rizespor,23,10000,4600000,30,74.0,68,68,68,69,4126625.0
3379,J. Brownhill,England,Bristol City,23,26000,4300000,69,70.0,71,71,69,69,3304075.0
3380,O. Govea,Mexico,SV Zulte-Waregem,23,9000,4000000,71,72.0,67,67,75,73,3758250.0
3381,C. Gruezo,Ecuador,FC Augsburg,24,14000,4000000,73,66.0,68,68,75,58,3697500.0
3389,R. Canouse,United States,DC United,24,5000,4000000,72,66.0,70,70,75,62,4047125.0
3390,R. Sallai,Hungary,SC Freiburg,22,15000,4400000,37,74.0,67,67,71,73,4107500.0
3391,O. Etebo,Nigeria,Stoke City,23,21000,4300000,74,76.0,74,74,73,68,5365500.0
3392,D. Lamkel Zé,Cameroon,Royal Antwerp FC,22,8000,4400000,58,71.0,54,54,70,70,3049875.0
3393,J. Schouten,Netherlands,Bologna,22,17000,4000000,68,73.0,72,72,73,67,3592750.0
3396,J. Léa Siliki,France,Stade Rennais FC,23,23000,4300000,68,74.0,68,68,75,65,4766500.0
3400,M. Sáček,Czech Republic,Sparta Praha,22,1000,4300000,65,73.0,70,70,73,71,3791500.0
3402,D. Nedelcu,Romania,FCSB (Steaua),22,9000,4000000,70,62.0,67,67,73,68,3430375.0
3403,Heriberto Tavares,Portugal,Boavista FC,22,5000,4400000,33,76.0,75,75,66,61,4542125.0
3407,A. Musrati,Libya,Vitória Guimarães,23,6000,4000000,73,65.0,70,70,73,68,3639250.0
3408,A. González,Mexico,Monterrey,24,24000,4200000,67,72.0,71,71,71,72,3896500.0
3411,E. Ofori,Ghana,New York City FC,24,6000,4200000,69,75.0,70,70,74,72,4681500.0
3415,Z. Kalmár,Hungary,Hungary,24,0,0,46,72.0,72,72,72,75,1744250.0
3416,O. Çınar,Turkey,Beşiktaş JK,23,35000,4300000,22,77.0,61,61,72,62,4313000.0
3417,S. Bastien,Belgium,Standard de Liège,22,10000,4200000,54,76.0,64,64,76,68,4708000.0
3418,S. Amrabat,Morocco,Club Brugge KV,22,14000,4200000,69,72.0,66,66,75,70,3140625.0
3419,J. Otero,Colombia,Amiens SC,24,12000,4300000,30,70.0,62,62,63,69,3232875.0
3420,D. Crowley,England,Birmingham City,21,8000,4300000,42,77.0,67,67,73,70,4779000.0
3422,A. Bobichon,France,Nîmes Olympique,23,14000,4200000,58,73.0,68,68,74,74,4018000.0
3426,A. Murgia,Italy,SPAL,22,10000,4200000,68,69.0,74,74,75,72,4005125.0
3432,Santi Comesaña,Spain,Rayo Vallecano,22,6000,4200000,74,66.0,73,73,76,70,4489975.0
3433,J. Rodríguez,Mexico,Club León,23,16000,3900000,71,66.0,65,65,76,64,3425250.0
3436,L. Kalvach,Czech Republic,Viktoria Plzeň,23,1000,3900000,72,70.0,73,73,71,67,3167250.0
3437,C. Doukouré,Ivory Coast,Levante UD,26,15000,3700000,74,67.0,65,65,72,63,2964375.0
3438,J. Murphy,England,Cardiff City,24,18000,4200000,22,76.0,65,65,68,60,2887000.0
3439,S. Tibbling,Sweden,Brøndby IF,24,13000,4100000,63,74.0,73,73,74,74,3676500.0
3441,C. Jean,France,Toulouse Football Club,23,17000,4200000,22,75.0,69,69,69,64,3884500.0
3442,M. Grimes,England,Swansea City,23,18000,4100000,73,71.0,73,73,80,69,6714500.0
3443,J. Jones,Northern Ireland,Rangers FC,24,30000,4200000,42,76.0,58,58,68,63,3612625.0
3444,I. Fossum,Norway,Hannover 96,22,18000,4100000,65,73.0,71,71,70,70,3678875.0
3447,J. De Sart,Belgium,KV Kortrijk,24,9000,3800000,69,67.0,69,69,74,72,3193875.0
3448,D. Ndong,Gabon,Dijon FCO,25,10000,3700000,72,71.0,67,67,73,65,3511875.0
3452,M. Kanno,Saudi Arabia,Al Hilal,24,20000,3800000,68,72.0,67,67,73,69,2672875.0
3453,F. Mattiello,Italy,Cagliari,23,19000,4200000,74,74.0,68,68,72,68,5104000.0
3454,L. Mazzitelli,Italy,Sassuolo,23,28000,4100000,69,71.0,70,70,75,73,3889375.0
3456,P. Michorl,Austria,LASK Linz,24,8000,4100000,64,68.0,68,68,75,74,3783875.0
3457,C. Akolo,DR Congo,Amiens SC,24,12000,4200000,27,78.0,71,71,66,59,4653000.0
3462,M. Gakpa,France,FC Metz,25,13000,4100000,50,75.0,71,71,75,75,5032500.0
3466,M. Malyshev,Ukraine,Shakhtar Donetsk,26,1000,3700000,68,68.0,74,74,75,57,3170375.0
3469,N. Ampomah,Ghana,Fortuna Düsseldorf,23,18000,4200000,32,77.0,67,67,62,61,3922750.0
3473,B. Acosta,Honduras,FC Dallas,25,6000,4100000,67,68.0,72,72,70,75,3284375.0
3475,A. Čermák,Czech Republic,Viktoria Plzeň,24,1000,4200000,55,72.0,72,72,74,75,3943000.0
3480,N. Powell,England,Stoke City,25,23000,4000000,51,72.0,72,72,67,72,3297625.0
3482,D. Fagundez,Uruguay,New England Revolution,24,6000,4100000,51,76.0,69,69,69,70,4475500.0
3488,C. Benavente,Peru,FC Nantes,25,17000,4000000,43,74.0,68,68,71,68,3529000.0
3489,K. Peterson,Sweden,Swansea City,24,18000,4100000,24,75.0,68,68,67,66,3919000.0
3490,R. Azeez,Nigeria,Granada CF,26,14000,3600000,72,67.0,66,66,73,65,2666375.0
3493,J. Swift,England,Reading,24,14000,4100000,56,73.0,65,65,73,73,3639375.0
3495,S. Gustafson,Sweden,FC Utrecht,24,12000,4000000,54,72.0,73,73,72,74,3753000.0
3498,A. Allione,Argentina,Rosario Central,24,11000,4100000,23,73.0,67,67,71,69,3430000.0
3499,P. Gerkens,Belgium,RSC Anderlecht,24,13000,4100000,66,68.0,74,74,72,73,2125250.0
3505,S. Khaoui,Tunisia,Olympique de Marseille,24,20000,4100000,32,74.0,61,61,74,71,3998500.0
3509,Carlos Embaló,Guinea Bissau,KAS Eupen,24,8000,4100000,18,75.0,67,67,68,57,3677625.0
3510,C. Espinoza,Argentina,San Jose Earthquakes,24,6000,4100000,33,75.0,66,66,68,70,3329375.0
3511,Ivo Rodrigues,Portugal,Royal Antwerp FC,24,8000,4100000,41,78.0,65,65,69,70,4107500.0
3513,L. Kleinheisler,Hungary,Hungary,25,0,0,63,72.0,75,75,74,68,1693875.0
3522,M. Ozdoev,Russia,Russia,26,0,0,70,73.0,72,72,74,69,1731500.0
3523,M. Bešić,Bosnia Herzegovina,Sheffield United,26,24000,3800000,73,74.0,72,72,76,69,5141000.0
3525,H. Van Der Bruggen,Belgium,KV Kortrijk,26,10000,3500000,66,68.0,70,70,73,74,2670125.0
3526,M. Møller Dæhli,Norway,FC St. Pauli,24,12000,3900000,20,80.0,65,65,70,69,6218000.0
3529,I. Diomandé,Ivory Coast,Çaykur Rizespor,26,10000,3500000,73,67.0,70,70,73,58,2679500.0
3532,G. Saville,Northern Ireland,Middlesbrough,26,24000,3800000,69,71.0,73,73,71,72,3604875.0
3538,W. Trapp,United States,Columbus Crew SC,26,6000,3500000,69,70.0,75,75,77,69,3762250.0
3539,S. Piette,Canada,Montreal Impact,24,5000,3600000,71,64.0,70,70,70,58,2282250.0
3540,A. Fransson,Sweden,IFK Norrköping,25,7000,3800000,68,72.0,75,75,71,66,3568000.0
3541,G. Celis,Colombia,Club Atlético Colón,26,9000,3500000,75,69.0,71,71,73,61,4799875.0
3542,J. Nieto,Colombia,Deportes Tolima,26,4000,3800000,50,73.0,65,65,80,75,3749500.0
3545,L. Faravelli,Argentina,Club Atlético Huracán,26,12000,3800000,75,72.0,69,69,71,65,3417625.0
3547,Y. Kubo,Japan,KAA Gent,25,15000,3900000,48,76.0,67,67,70,67,4478500.0
3549,C. Falletti,Uruguay,Bologna,26,22000,3900000,22,78.0,64,64,72,66,4692500.0
3553,G. Poblete,Argentina,San Lorenzo de Almagro,26,14000,3500000,72,72.0,66,66,74,64,3443500.0
3555,E. Thommy,Germany,Fortuna Düsseldorf,24,18000,3900000,37,75.0,66,66,71,71,3840625.0
3558,M. Doumbia,Mali,Stade de Reims,24,17000,3900000,37,75.0,68,68,69,63,3357750.0
3559,A. Tashaev,Russia,Spartak Moscow,25,1000,3900000,34,71.0,62,62,72,71,1662125.0
3561,D. Álvarez,Mexico,Club Necaxa,24,9000,3900000,25,75.0,60,60,70,66,3572000.0
3566,A. Warda,Egypt,Egypt,25,0,0,30,74.0,64,64,71,66,1151500.0
3571,J. Menéndez,Argentina,Club Atlético Talleres,25,12000,3900000,27,76.0,64,64,66,67,2949000.0
3572,Pedrinho,Portugal,FC Paços de Ferreira,26,8000,3900000,54,74.0,70,70,73,72,3634500.0
3574,N. Moumi Ngamaleu,Cameroon,BSC Young Boys,24,14000,3900000,27,71.0,71,71,66,62,1851250.0
3575,L. Blessing,Ghana,Los Angeles FC,22,6000,3900000,60,75.0,72,72,72,69,3920500.0
3578,C. Antwi-Adjej,Germany,SC Paderborn 07,25,17000,3900000,25,77.0,68,68,69,62,4708250.0
3580,Y. Bárcenas,Panama,Real Oviedo,25,8000,3900000,36,74.0,68,68,67,66,3772875.0
3583,M. Jevtović,Serbia,Atiker Konyaspor,25,12000,3500000,73,60.0,65,65,75,61,3398625.0
3589,M. Henriksen,Norway,Hull City,26,10000,3400000,70,67.0,74,74,72,67,2990375.0
3594,M. Bruno,Belgium,Sporting de Charleroi,25,11000,3800000,36,72.0,69,69,69,69,3190750.0
3597,J. Akpa Akpro,Ivory Coast,US Salernitana 1919,26,4000,3700000,70,71.0,70,70,74,67,3506500.0
3598,D. Jevtić,Switzerland,Lech Poznań,26,8000,3800000,44,71.0,63,63,74,74,2483625.0
3601,K. Sema,Sweden,Watford,25,38000,3800000,49,75.0,69,69,71,71,3663750.0
3602,Aketxe,Spain,Deportivo de La Coruña,25,7000,3800000,50,73.0,63,63,76,72,3649000.0
3605,M. Diemers,Netherlands,Fortuna Sittard,25,9000,3800000,58,76.0,67,67,72,75,6453250.0
3606,J. Güemez,Mexico,Querétaro,27,8000,3300000,72,66.0,63,63,68,67,2646000.0
3610,A. Bouchalakis,Greece,Olympiacos CFP,26,1000,3700000,68,68.0,71,71,75,67,2284250.0
3613,K. Narey,Germany,Hamburger SV,24,10000,3800000,61,71.0,70,70,68,62,2881500.0
3624,R. Sawyers,St Kitts Nevis,West Bromwich Albion,27,30000,3500000,55,73.0,66,66,76,74,3383125.0
3626,A. Forshaw,England,Leeds United,27,41000,3500000,73,72.0,65,65,76,68,3610000.0
3630,T. Xhaka,Albania,FC Basel 1893,28,18000,3100000,68,69.0,64,64,70,63,2389000.0
3631,Fernando Canesín,Brazil,KV Oostende,27,12000,3600000,29,75.0,73,73,68,72,4111000.0
3632,T. Sušić,Bosnia Herzegovina,VVV-Venlo,27,7000,3500000,66,73.0,64,64,76,72,3552750.0
3634,C. Knasmüllner,Austria,SK Rapid Wien,27,14000,3600000,42,75.0,70,70,73,71,3564500.0
3635,R. Žulj,Austria,TSG 1899 Hoffenheim,27,23000,3600000,19,73.0,70,70,74,72,3551500.0
3637,K. McLean,Scotland,Norwich City,27,31000,3500000,63,73.0,70,70,72,73,3520000.0
3638,I. Kovács,Hungary,Hungary,27,0,0,22,73.0,73,73,72,73,2049625.0
3641,A. Benali,Libya,Crotone,27,3000,3500000,48,79.0,72,72,75,73,5552500.0
3646,Vako,Georgia,San Jose Earthquakes,26,7000,3700000,36,79.0,71,71,70,65,4726000.0
3647,S. Peeters,Belgium,KSV Cercle Brugge,27,11000,3500000,58,67.0,68,68,75,73,3172875.0
3649,O. Tannane,Morocco,Vitesse,25,13000,3700000,32,74.0,69,69,70,64,3229625.0
3652,A. Mühling,Germany,Holstein Kiel,26,12000,3600000,59,73.0,74,74,75,74,4032500.0
3653,João Teixeira,Portugal,Vitória Guimarães,26,8000,3700000,34,76.0,71,71,76,72,5134500.0
3660,J. Marié,France,Dijon FCO,27,11000,3500000,72,72.0,73,73,73,68,3713175.0
3662,J. Rojas,Paraguay,Club Tijuana,26,16000,3700000,34,75.0,75,75,66,65,3807750.0
3663,R. Gómez,Argentina,Club Atlético Huracán,26,12000,3700000,46,75.0,67,67,66,58,3295125.0
3670,Rober Ibáñez,Spain,CA Osasuna,26,21000,3700000,49,74.0,70,70,73,72,3687000.0
3678,R. Lod,Finland,Minnesota United FC,26,7000,3700000,44,72.0,68,68,74,70,3329000.0
3681,João Amaral,Portugal,Lech Poznań,27,8000,3600000,30,75.0,75,75,66,68,3671750.0
3690,T. Huddlestone,England,Derby County,32,19000,2000000,68,63.0,72,72,76,73,2829800.0
3696,Y. Endo,Japan,Gamba Osaka,39,7000,775000,68,68.0,70,70,75,77,1455750.0
3698,Aitor Sanz,Spain,CD Tenerife,34,7000,1200000,68,67.0,65,65,75,75,1588875.0
3699,I. Damonte,Argentina,Club Atlético Banfield,37,8000,975000,71,70.0,72,72,71,71,1831375.0
3704,E. Barreto,Paraguay,Sampdoria,34,23000,1500000,75,68.0,68,68,75,73,4196500.0
3707,G. Fernández,Argentina,Estudiantes de La Plata,35,9000,1400000,35,72.0,60,60,74,73,1600000.0
3713,J. Pitroipa,Burkina Faso,Paris FC,33,7000,1900000,31,76.0,66,66,73,70,5650500.0
3723,R. Elm,Sweden,Kalmar FF,31,4000,2700000,59,67.0,75,75,75,75,3028875.0
3726,Y. Cahuzac,France,Racing Club de Lens,34,8000,1200000,73,60.0,69,69,72,66,1707325.0
3728,Omar Ramos,Spain,Real Oviedo,31,9000,2700000,32,75.0,65,65,72,73,3318000.0
3737,O. Kaya,Belgium,KV Mechelen,33,11000,1900000,46,73.0,66,66,72,74,2242000.0
3738,P. Kone,Greece,Western United FC,31,3000,2700000,49,71.0,59,59,74,69,2326075.0
3741,B. Feilhaber,United States,Sporting Kansas City,34,7000,1500000,67,74.0,73,73,74,72,2680000.0
3742,Mateus,Angola,Boavista FC,35,4000,1400000,31,75.0,71,71,69,70,2345750.0
3748,M. Iturra,Chile,Deportes Iquique,35,2000,975000,76,65.0,64,64,69,65,1629000.0
3749,Suso Santana,Spain,CD Tenerife,34,8000,1600000,59,76.0,69,69,65,70,2452000.0
3750,H. Özmert,Turkey,Antalyaspor,34,12000,1200000,71,67.0,68,68,73,70,3440625.0
3752,Bueno,Spain,Boavista FC,31,6000,2700000,31,75.0,72,72,70,71,2889000.0
3759,M. Heller,Germany,SV Darmstadt 98,33,15000,1900000,37,73.0,69,69,68,54,1845750.0
3761,Fernandinho Silva,Brazil,Chongqing Dangdai Lifan FC SWM Team,33,8000,1900000,41,77.0,69,69,70,63,4780500.0
3762,K. Nakamura,Japan,Kawasaki Frontale,38,6000,1000000,60,72.0,74,74,77,77,2234000.0
3767,Hao Junmin,China PR,Shandong Luneng TaiShan FC,32,14000,2400000,61,71.0,69,69,74,75,2729375.0
3768,Yu Hanchao,China PR,Guangzhou Evergrande Taobao FC,32,17000,2400000,34,73.0,69,69,72,69,2881500.0
