,short_name,nationality,club,age,wage_eur,value_eur,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,value_pred
7967,K. Eisele,Germany,Hallescher FC,24,1000,825000,68.0,66.0,63.0,73.0,19.0,66.0,790875.0
7980,P. Klewin,Germany,DSC Arminia Bielefeld,25,4000,775000,67.0,63.0,60.0,66.0,41.0,69.0,725250.0
7999,X. Mous,Netherlands,PEC Zwolle,23,2000,800000,69.0,66.0,65.0,65.0,39.0,63.0,399900.0
8042,G. Long,England,Hull City,25,4000,750000,68.0,66.0,64.0,69.0,32.0,66.0,751875.0
8044,P. Izzo,Australia,Adelaide United,24,1000,750000,68.0,63.0,63.0,69.0,47.0,66.0,728250.0
8054,J. Martínez,Colombia,Millonarios FC,25,1000,750000,70.0,63.0,65.0,69.0,41.0,64.0,752125.0
8056,D. Melo,Chile,Colo-Colo,25,2000,750000,65.0,67.0,64.0,71.0,48.0,62.0,735000.0
8058,L. Cárdenas,Mexico,Monterrey,25,9000,750000,68.0,67.0,67.0,68.0,40.0,65.0,747125.0
8062,Rubén Yáñez,Spain,Getafe CF,25,5000,750000,66.0,65.0,61.0,69.0,43.0,65.0,619525.0
8108,M. Gillespie,England,Motherwell,27,2000,700000,69.0,62.0,60.0,70.0,35.0,68.0,702500.0
8110,L. Bostyn,Belgium,SV Zulte-Waregem,25,4000,725000,72.0,66.0,59.0,66.0,36.0,67.0,687725.0
8115,A. Leitner,Austria,FC Admira Wacker Mödling,25,3000,725000,67.0,66.0,59.0,70.0,24.0,64.0,737250.0
8121,Andrés Prieto,Spain,RCD Espanyol,25,6000,725000,65.0,67.0,66.0,68.0,40.0,69.0,718500.0
8124,R. Williams,South Africa,South Africa,27,0,0,71.0,65.0,62.0,70.0,57.0,61.0,66400.0
8140,A. Bono,United States,Toronto FC,25,2000,725000,67.0,66.0,66.0,68.0,41.0,64.0,745500.0
8144,S. Marinović,New Zealand,Wellington Phoenix,27,1000,700000,71.0,60.0,55.0,72.0,51.0,61.0,665375.0
8146,Gu Sung Yun,Korea Republic,Hokkaido Consadole Sapporo,25,2000,725000,64.0,63.0,61.0,70.0,29.0,67.0,563450.0
8165,V. Hladký,Czech Republic,St. Mirren,28,2000,700000,67.0,63.0,59.0,71.0,57.0,65.0,684625.0
8171,L. Zima,Czech Republic,Livorno,25,1000,700000,70.0,62.0,64.0,65.0,43.0,66.0,684125.0
8173,R. Meara,Republic of Ireland,New York Red Bulls,28,2000,700000,66.0,65.0,64.0,70.0,46.0,68.0,698375.0
8188,S. Moyano,Argentina,Unión de Santa Fe,28,4000,700000,66.0,66.0,67.0,71.0,46.0,65.0,686625.0
8220,S. Richey,United States,FC Cincinnati,27,2000,675000,69.0,65.0,66.0,68.0,56.0,65.0,684625.0
8222,D. Schmidt,Japan,Sint-Truidense VV,27,3000,675000,66.0,65.0,70.0,68.0,17.0,66.0,616375.0
8230,P. Álvarez,Peru,Peru,25,0,0,70.0,69.0,61.0,71.0,19.0,68.0,46225.0
8239,T. Coremans,Netherlands,Sparta Rotterdam,28,3000,675000,69.0,66.0,64.0,67.0,35.0,65.0,635250.0
8241,N. Larsen,Denmark,FC Nordsjælland,28,4000,675000,68.0,66.0,64.0,70.0,44.0,69.0,696625.0
8250,Cristiano,Portugal,FC Hermannstadt,28,3000,675000,64.0,67.0,64.0,64.0,30.0,73.0,580325.0
8261,K. Kamiński,Poland,Júbilo Iwata,28,2000,675000,68.0,67.0,66.0,65.0,38.0,68.0,638625.0
8263,G. Güvenç,Turkey,Gazişehir Gaziantep F.K.,27,4000,650000,70.0,63.0,58.0,74.0,56.0,64.0,601575.0
8266,V. Soto,Colombia,Deportes Tolima,29,1000,650000,65.0,71.0,58.0,62.0,44.0,66.0,630650.0
8276,A. Desmas,France,Rodez Aveyron Football,25,2000,675000,66.0,65.0,63.0,67.0,29.0,68.0,663500.0
8283,M. Dreyer,France,Amiens SC,30,5000,600000,66.0,68.0,65.0,69.0,50.0,65.0,593250.0
8287,R. Pillot,France,La Berrichonne de Châteauroux,28,2000,650000,67.0,65.0,64.0,67.0,39.0,66.0,644375.0
8291,M. Delač,Croatia,AC Horsens,26,3000,650000,69.0,67.0,63.0,68.0,32.0,67.0,677375.0
8298,N. Marsman,Netherlands,Feyenoord,28,4000,650000,69.0,60.0,68.0,72.0,39.0,65.0,520500.0
8306,I. Lanni,Italy,Ascoli,29,1000,625000,71.0,62.0,58.0,69.0,44.0,61.0,609875.0
8313,F. Al Qarni,Saudi Arabia,Al Ittihad,27,9000,625000,67.0,64.0,63.0,72.0,44.0,66.0,601750.0
8322,S. Gbohouo,Ivory Coast,Côte d'Ivoire,30,0,0,66.0,65.0,70.0,68.0,41.0,65.0,44850.0
8344,M. Zeghba,Algeria,Al Wehda,28,7000,650000,66.0,67.0,63.0,69.0,49.0,67.0,633250.0
8347,L. Camp,Northern Ireland,Birmingham City,34,4000,325000,65.0,65.0,71.0,67.0,38.0,65.0,330450.0
8349,M. Wölfli,Switzerland,BSC Young Boys,36,4000,130000,69.0,60.0,71.0,65.0,40.0,67.0,140700.0
8350,D. Perquis,France,Valenciennes FC,33,2000,400000,64.0,66.0,64.0,68.0,48.0,67.0,399325.0
8356,D. Gerken,England,Colchester United,34,4000,325000,68.0,66.0,65.0,68.0,49.0,65.0,364750.0
8360,E. Bologna,Argentina,River Plate,37,4000,80000,67.0,67.0,60.0,65.0,42.0,67.0,63500.0
8383,R. Cierzniak,Poland,Legia Warszawa,36,2000,130000,67.0,65.0,61.0,66.0,39.0,69.0,131750.0
8388,Biel Ribas,Spain,CF Fuenlabrada,33,2000,400000,67.0,65.0,68.0,71.0,46.0,65.0,437775.0
8400,S. Aresti,Italy,Cagliari,33,8000,400000,66.0,65.0,61.0,65.0,38.0,69.0,258500.0
8411,S. Eastwood,England,Oxford United,30,3000,525000,65.0,60.0,62.0,71.0,50.0,67.0,373600.0
8421,S. Pontdemé,France,FC Chambly Oise,31,2000,500000,67.0,66.0,65.0,69.0,34.0,67.0,522250.0
8436,J. Jones,England,Wigan Athletic,30,5000,525000,68.0,66.0,65.0,68.0,34.0,66.0,554875.0
8437,Cheng Yuelei,China PR,Guangzhou R&F FC,31,4000,500000,65.0,67.0,69.0,64.0,38.0,66.0,474850.0
8444,L. Königshofer,Austria,KFC Uerdingen 05,30,3000,525000,68.0,64.0,58.0,68.0,52.0,66.0,536500.0
8448,L. Daniels,England,Brentford,31,10000,500000,67.0,63.0,65.0,75.0,50.0,62.0,480500.0
8450,D. Vega,Argentina,San Jose Earthquakes,35,1000,210000,67.0,62.0,66.0,65.0,25.0,69.0,245375.0
8461,M. Peškovič,Slovakia,Cracovia,37,1000,80000,67.0,65.0,62.0,65.0,31.0,68.0,89500.0
8473,K. Çelikay,Turkey,MKE Ankaragücü,31,6000,500000,69.0,66.0,61.0,70.0,31.0,64.0,691025.0
8495,B. Shuttleworth,United States,Minnesota United FC,32,2000,475000,69.0,65.0,66.0,67.0,43.0,65.0,499375.0
8497,S. Mielitz,Germany,SønderjyskE,29,4000,550000,69.0,65.0,58.0,67.0,42.0,67.0,598375.0
8502,T. Deric,United States,Houston Dynamo,30,2000,525000,64.0,63.0,64.0,73.0,33.0,65.0,510250.0
8507,M. Grün,Germany,Borussia Mönchengladbach,32,7000,475000,68.0,66.0,64.0,65.0,50.0,67.0,483375.0
8511,S. Moore,England,Sheffield United,29,9000,550000,66.0,65.0,69.0,67.0,49.0,64.0,528875.0
8516,A. Mathlouthi,Tunisia,Al Adalah,34,5000,325000,66.0,63.0,60.0,67.0,22.0,70.0,333825.0
8521,Y. Al Mosailem,Saudi Arabia,Al Ahli,35,6000,210000,64.0,70.0,63.0,64.0,38.0,71.0,203400.0
8541,V. Eicher,Germany,1. FC Heidenheim 1846,28,4000,550000,67.0,66.0,61.0,69.0,45.0,67.0,556875.0
8549,A. Iacobucci,Italy,Frosinone,28,1000,550000,67.0,62.0,65.0,70.0,43.0,64.0,555275.0
8552,J. Attinella,United States,Portland Timbers,30,2000,525000,69.0,61.0,66.0,69.0,44.0,65.0,525150.0
8576,E. Bush,United States,Montreal Impact,33,2000,400000,68.0,64.0,63.0,69.0,41.0,66.0,424250.0
8587,A. Al Mayoof,Saudi Arabia,Al Hilal,32,9000,475000,65.0,67.0,67.0,67.0,47.0,68.0,467175.0
8618,R. Naranjo,Chile,Deportes Iquique,39,1000,80000,68.0,67.0,62.0,66.0,38.0,64.0,87900.0
8632,A. Doukha,Algeria,Al Raed,32,5000,475000,67.0,60.0,62.0,75.0,38.0,64.0,440175.0
8665,Oh Seung Hoon,Korea Republic,Jeju United FC,31,2000,500000,69.0,62.0,61.0,68.0,46.0,69.0,475700.0
8675,Fepe Avedo,Brazil,Bahia,31,4000,500000,65.0,63.0,61.0,77.0,44.0,64.0,545375.0
8676,Mateus Tangil,Brazil,CSA - AL,31,4000,500000,66.0,68.0,63.0,72.0,54.0,64.0,551125.0
8677,Traeira Lopes,Brazil,Goiás,27,4000,550000,61.0,60.0,40.0,67.0,37.0,77.0,507025.0
8686,Rafael de Aseiro,Brazil,Avaí FC,27,4000,550000,67.0,59.0,58.0,71.0,43.0,68.0,534775.0
8699,T. Hayashi,Japan,Sanfrecce Hiroshima,36,2000,130000,64.0,67.0,60.0,67.0,28.0,70.0,159225.0
8737,Paulo Vítor,Brazil,Rio Ave FC,30,3000,525000,68.0,66.0,71.0,67.0,24.0,64.0,525650.0
8748,R. Chamseddine,Algeria,Damac FC,28,6000,550000,67.0,65.0,64.0,68.0,37.0,66.0,578000.0
8760,A. Plizzari,Italy,Livorno,19,1000,1200000,68.0,68.0,59.0,72.0,41.0,62.0,1166250.0
8795,I. Meslier,France,Leeds United,19,5000,1200000,68.0,63.0,66.0,68.0,28.0,63.0,1167375.0
8801,R. Majecki,Poland,Legia Warszawa,19,1000,975000,67.0,65.0,60.0,68.0,29.0,66.0,956000.0
8806,G. Poussin,France,FC Girondins de Bordeaux,20,4000,1000000,67.0,65.0,63.0,66.0,21.0,67.0,420750.0
8811,R. Vodišek,Slovenia,Genoa,20,2000,1000000,68.0,62.0,61.0,69.0,47.0,63.0,634875.0
8866,João Costa,Portugal,CD Mirandés,23,2000,825000,69.0,63.0,53.0,68.0,26.0,63.0,802500.0
8876,R. Niczuly,Romania,Sepsi OSK,23,2000,825000,66.0,61.0,63.0,69.0,29.0,68.0,493100.0
8895,Daniel Fuzato,Brazil,Roma,21,5000,825000,63.0,65.0,60.0,65.0,25.0,70.0,808900.0
8896,K. Osako,Japan,Sanfrecce Hiroshima,19,1000,800000,67.0,66.0,65.0,69.0,30.0,63.0,818825.0
8913,André Moreira,Portugal,Os Belenenses,23,2000,775000,66.0,67.0,66.0,67.0,48.0,63.0,379525.0
8922,J. Teunckens,Belgium,Royal Antwerp FC,21,2000,775000,70.0,67.0,58.0,71.0,41.0,59.0,805875.0
8942,A. Bodart,Belgium,Standard de Liège,21,2000,775000,68.0,66.0,62.0,70.0,21.0,60.0,762500.0
8970,C. Dawson,England,Sheffield Wednesday,23,5000,725000,65.0,63.0,58.0,72.0,56.0,63.0,718500.0
8972,L. Lezzerini,Italy,Venezia FC,24,1000,725000,67.0,60.0,60.0,70.0,45.0,64.0,687125.0
8975,J. Wildsmith,England,Sheffield Wednesday,23,5000,725000,70.0,62.0,68.0,70.0,42.0,64.0,718250.0
8985,S. Gori,Italy,Pisa,23,1000,725000,70.0,65.0,60.0,70.0,46.0,61.0,617375.0
8986,S. Sy,Senegal,AS Monaco,23,6000,725000,68.0,65.0,67.0,65.0,53.0,65.0,700875.0
8990,D. Reimann,Germany,Holstein Kiel,22,3000,725000,69.0,61.0,70.0,70.0,45.0,61.0,686875.0
8996,E. Reséndez,Mexico,Monterrey,23,7000,725000,64.0,64.0,64.0,68.0,32.0,65.0,705875.0
9006,G. Gómez,Argentina,Racing Club,23,4000,725000,68.0,60.0,68.0,69.0,23.0,66.0,716000.0
9023,Álex Cobo,Spain,Deportivo de La Coruña,23,2000,725000,65.0,68.0,60.0,67.0,44.0,65.0,691000.0
9035,W. Eskelinen,Sweden,Aarhus GF,22,3000,675000,67.0,64.0,67.0,69.0,33.0,63.0,685375.0
9037,G. Kitanov,Bulgaria,Astra Giurgiu,24,2000,675000,65.0,63.0,61.0,68.0,46.0,70.0,634475.0
9039,A. Brunst,Germany,1. FC Magdeburg,23,1000,675000,68.0,65.0,60.0,67.0,41.0,62.0,666000.0
9061,P. Sisniega,Mexico,Los Angeles FC,23,2000,675000,63.0,71.0,64.0,63.0,45.0,67.0,656075.0
9099,M. Macey,England,Arsenal,24,12000,675000,63.0,66.0,67.0,68.0,39.0,64.0,698625.0
9105,J. Prior,France,Valenciennes FC,23,1000,675000,66.0,65.0,67.0,65.0,52.0,65.0,642375.0
9106,D. Mesenhöler,Germany,Viktoria Köln,23,1000,675000,67.0,69.0,57.0,65.0,49.0,62.0,654750.0
9116,D. Sappa,Argentina,Arsenal de Sarandí,24,2000,675000,58.0,66.0,66.0,65.0,33.0,70.0,674275.0
9131,João Lopes,Brazil,Santa Clara,23,1000,675000,66.0,64.0,59.0,66.0,31.0,66.0,673125.0
9135,Gabriel Souza,Brazil,Famalicão,22,2000,675000,64.0,62.0,72.0,67.0,37.0,65.0,651125.0
9137,L. Nicholls,England,Milton Keynes Dons,26,3000,625000,68.0,62.0,64.0,70.0,41.0,62.0,624125.0
9143,D. Stojanović,FYR Macedonia,FC St. Gallen,25,3000,625000,69.0,60.0,59.0,70.0,38.0,64.0,619000.0
9149,N. Melissas,Greece,PAOK,26,1000,625000,68.0,63.0,52.0,69.0,34.0,64.0,622125.0
9151,I. Lučić,Austria,FK Austria Wien,24,3000,650000,68.0,61.0,61.0,68.0,40.0,63.0,641875.0
9159,A. Salazar,Chile,CD Universidad de Concepción,26,1000,625000,64.0,66.0,63.0,67.0,42.0,64.0,605500.0
9166,Ángel Galván,Spain,CD Tenerife,26,2000,625000,65.0,69.0,61.0,63.0,45.0,66.0,641625.0
9183,L. Andrenacci,Italy,Brescia,24,3000,650000,66.0,68.0,60.0,68.0,49.0,66.0,640250.0
9187,Alberto Varo,Spain,CD Lugo,26,2000,625000,62.0,63.0,64.0,69.0,40.0,65.0,612875.0
9188,A. Olliero,France,FC Nantes,23,4000,650000,68.0,65.0,64.0,69.0,46.0,63.0,670375.0
9194,J. Chaverra,Colombia,Cúcuta Deportivo,26,1000,625000,68.0,65.0,61.0,72.0,20.0,60.0,610100.0
9208,T. Holý,Czech Republic,Ipswich Town,27,3000,575000,71.0,60.0,56.0,69.0,28.0,65.0,577625.0
9210,Y. Brecher,Switzerland,FC Zürich,26,3000,600000,68.0,57.0,67.0,71.0,40.0,68.0,539350.0
9211,G. Hubert,Belgium,KSV Cercle Brugge,25,3000,625000,70.0,63.0,64.0,65.0,43.0,63.0,632625.0
9212,S. Sluga,Croatia,Luton Town,26,4000,600000,67.0,64.0,61.0,71.0,54.0,62.0,600750.0
9218,P. Drewes,Germany,VfL Bochum 1848,26,4000,600000,69.0,64.0,65.0,62.0,29.0,64.0,606000.0
9222,Ham Seok Min,Korea Republic,Gangwon FC,25,1000,625000,65.0,68.0,68.0,65.0,43.0,65.0,413350.0
9234,Son Jeong Hyeon,Korea Republic,Gyeongnam FC,27,2000,575000,69.0,64.0,64.0,67.0,45.0,64.0,550000.0
9242,F. Perucchini,Italy,Empoli,27,1000,575000,69.0,62.0,60.0,68.0,45.0,67.0,553950.0
9247,J. Da Silva,Uruguay,Cúcuta Deportivo,27,1000,575000,65.0,66.0,63.0,66.0,48.0,64.0,570250.0
9254,J. Aguirre,Colombia,Atlético Bucaramanga,27,1000,575000,70.0,60.0,64.0,71.0,36.0,60.0,574900.0
9266,T. Boss,Germany,SG Dynamo Dresden,26,4000,600000,70.0,63.0,57.0,69.0,47.0,62.0,629625.0
9274,Simão Bertelli,Brazil,FC Paços de Ferreira,25,2000,625000,67.0,62.0,61.0,70.0,27.0,65.0,626500.0
9276,A. Østbø,Norway,Rosenborg BK,28,2000,575000,66.0,64.0,62.0,67.0,23.0,61.0,591000.0
9277,E. Barli,Norway,Ranheim Fotball,27,1000,575000,67.0,64.0,63.0,67.0,26.0,65.0,589000.0
9309,Miguel Oliveira,Portugal,Vitória Guimarães,25,2000,600000,67.0,66.0,62.0,66.0,28.0,67.0,587250.0
9317,J. Brondeel,Belgium,FC Twente,25,2000,600000,68.0,64.0,60.0,70.0,44.0,62.0,632375.0
9322,No Dong Geon,Korea Republic,Suwon Samsung Bluewings,27,2000,575000,66.0,64.0,63.0,70.0,42.0,62.0,582875.0
9324,W. Norris,England,Ipswich Town,25,3000,600000,68.0,64.0,60.0,68.0,45.0,64.0,589875.0
9330,G. Alcalá,Mexico,Querétaro,26,3000,575000,67.0,65.0,60.0,64.0,60.0,70.0,419675.0
9342,A. Villete,Uruguay,Patriotas Boyacá FC,28,1000,575000,65.0,63.0,61.0,63.0,25.0,67.0,588125.0
9353,Manu García,Spain,SD Ponferradina,28,2000,575000,68.0,63.0,51.0,70.0,36.0,62.0,574750.0
9364,R. Sandberg,Sweden,Stabæk Fotball,28,1000,550000,67.0,63.0,60.0,68.0,33.0,65.0,571875.0
9365,B. Maubleu,France,Grenoble Foot 38,29,2000,550000,66.0,64.0,58.0,66.0,43.0,67.0,537625.0
9368,J. Słowik,Poland,Vegalta Sendai,27,1000,550000,69.0,57.0,53.0,68.0,38.0,70.0,491100.0
9376,Fernando,Spain,UD Almería,29,2000,550000,68.0,63.0,59.0,68.0,48.0,61.0,567375.0
9387,C. Vargas,Colombia,Atlético Bucaramanga,29,1000,550000,67.0,65.0,57.0,65.0,43.0,64.0,415875.0
9391,P. Carlgren,Sweden,Randers FC,27,3000,550000,69.0,61.0,59.0,64.0,33.0,62.0,520675.0
9394,C. Giraldo,Colombia,Unión Magdalena,29,1000,550000,59.0,65.0,64.0,62.0,37.0,70.0,490775.0
9411,A. M'hamdi,Morocco,Abha Club,27,5000,550000,66.0,65.0,62.0,68.0,55.0,65.0,561500.0
9414,N. Ravaglia,Italy,US Cremonese,30,1000,500000,63.0,65.0,57.0,69.0,30.0,66.0,718750.0
9416,P. Mandanda,DR Congo,Sporting de Charleroi,29,4000,525000,69.0,61.0,65.0,70.0,47.0,63.0,541000.0
9423,A. Donnarumma,Italy,Milan,28,8000,550000,70.0,62.0,51.0,74.0,18.0,59.0,559425.0
9427,Ryu Won Woo,Korea Republic,Pohang Steelers,28,2000,550000,67.0,64.0,65.0,67.0,49.0,65.0,536275.0
9428,J. Day,England,Cardiff City,28,6000,550000,68.0,59.0,58.0,70.0,55.0,66.0,540000.0
9435,B. Valette,France,AS Nancy Lorraine,26,2000,550000,69.0,64.0,64.0,67.0,41.0,67.0,554375.0
9442,Fábio,Brazil,CD Aves,29,3000,525000,69.0,64.0,58.0,68.0,44.0,66.0,531875.0
9472,M. El-Shenawy,Egypt,Egypt,30,0,0,69.0,66.0,60.0,66.0,47.0,66.0,29750.0
9475,R. Swete,Austria,TSV Hartberg,29,2000,525000,68.0,58.0,66.0,67.0,46.0,67.0,359525.0
9481,S. Pérez,Chile,Deportes Iquique,28,1000,550000,68.0,65.0,70.0,67.0,41.0,66.0,533000.0
9488,M. Álvarez,Argentina,Independiente,30,4000,500000,68.0,62.0,57.0,68.0,23.0,76.0,531325.0
9490,D. Lazăr,Romania,Astra Giurgiu,27,2000,525000,61.0,63.0,68.0,70.0,27.0,64.0,509375.0
9491,J. Doriado,Ecuador,Ecuador,29,0,0,65.0,66.0,59.0,66.0,42.0,66.0,11500.0
9493,M. Gilks,Scotland,Fleetwood Town,37,2000,70000,65.0,67.0,65.0,63.0,38.0,67.0,405825.0
9496,A. Mannus,Northern Ireland,Shamrock Rovers,37,1000,70000,63.0,68.0,62.0,64.0,42.0,66.0,71900.0
9497,D. Martin,England,West Ham United,33,14000,350000,66.0,62.0,66.0,65.0,39.0,66.0,363125.0
9500,L. Michel,Mexico,Club Tijuana,39,3000,70000,64.0,66.0,66.0,63.0,51.0,63.0,80200.0
9502,H. Sogahata,Japan,Kashima Antlers,39,1000,70000,66.0,66.0,65.0,68.0,18.0,67.0,113600.0
9511,S. Henderson,Republic of Ireland,Crystal Palace,31,10000,425000,66.0,63.0,70.0,62.0,39.0,64.0,470750.0
9512,D. Bičík,Czech Republic,Sparta Praha,38,1000,70000,66.0,64.0,63.0,65.0,25.0,64.0,82450.0
9514,A. Jaakkola,Finland,Bristol Rovers,32,3000,400000,68.0,61.0,60.0,71.0,59.0,68.0,411125.0
9517,B. Alnwick,England,Bolton Wanderers,32,2000,400000,67.0,60.0,59.0,71.0,41.0,62.0,432200.0
9534,O. Fôn Williams,Wales,Hamilton Academical FC,32,2000,400000,64.0,62.0,58.0,68.0,56.0,65.0,403950.0
9535,B. Hamer,England,Derby County,31,6000,425000,70.0,62.0,62.0,68.0,45.0,65.0,444700.0
9537,J. McKeown,Republic of Ireland,Grimsby Town,29,3000,450000,66.0,60.0,58.0,68.0,45.0,65.0,471250.0
9543,Juan Carlos,Spain,CD Numancia,31,3000,425000,67.0,61.0,62.0,70.0,53.0,64.0,423100.0
9550,G. Bindi,Italy,Pordenone,32,1000,400000,65.0,64.0,56.0,67.0,39.0,65.0,407750.0
9569,N. Mihaylov,Bulgaria,Bulgaria,31,0,0,65.0,66.0,64.0,68.0,59.0,65.0,20750.0
9572,C. Seitz,United States,DC United,32,2000,400000,67.0,61.0,71.0,66.0,52.0,69.0,390700.0
9581,B. Knighton,United States,New England Revolution,34,2000,280000,67.0,64.0,65.0,64.0,54.0,65.0,269925.0
9585,Yang Cheng,China PR,Hebei China Fortune FC,33,3000,350000,64.0,64.0,67.0,65.0,32.0,66.0,358325.0
9590,S. Davies,England,Tranmere Rovers,32,2000,400000,65.0,64.0,61.0,69.0,25.0,65.0,415850.0
9592,A. Redmayne,Australia,Sydney FC,30,2000,425000,65.0,65.0,61.0,66.0,45.0,67.0,429075.0
9593,E. Domaschke,Germany,SV Meppen,33,1000,350000,67.0,66.0,65.0,66.0,38.0,63.0,348950.0
9594,M. Kobras,Austria,SCR Altach,33,3000,350000,68.0,62.0,56.0,70.0,52.0,65.0,571000.0
9598,J. Rask,Denmark,Hobro IK,30,3000,425000,64.0,69.0,53.0,66.0,33.0,65.0,409200.0
9601,Y. Thuram,France,Le Mans FC,30,1000,425000,66.0,62.0,60.0,68.0,39.0,67.0,472700.0
9610,Kim Ho Jun,Korea Republic,Gangwon FC,35,1000,170000,66.0,63.0,66.0,66.0,52.0,65.0,162500.0
9611,D. Romo,Mexico,Querétaro,31,3000,425000,62.0,64.0,66.0,66.0,46.0,66.0,409200.0
9627,R. Ruiter,Netherlands,PSV,32,4000,400000,66.0,62.0,65.0,66.0,55.0,67.0,394950.0
9645,Lee Bum Young,Korea Republic,Jeonbuk Hyundai Motors,30,3000,425000,66.0,65.0,63.0,67.0,40.0,62.0,441750.0
9660,K. Fickentscher,Switzerland,FC Sion,30,7000,425000,64.0,62.0,61.0,72.0,50.0,66.0,433625.0
9704,J. Willis,United States,Houston Dynamo,30,2000,425000,68.0,65.0,60.0,65.0,46.0,68.0,420250.0
9745,N. Manfredini,Italy,Benevento,31,1000,425000,69.0,64.0,63.0,69.0,44.0,63.0,618875.0
9769,A. Sánchez,Argentina,Atlético Tucumán,32,3000,400000,64.0,61.0,66.0,69.0,21.0,65.0,378800.0
9780,R. Jérez,Guatemala,Alianza Petrolera,33,1000,350000,65.0,63.0,65.0,67.0,40.0,68.0,355225.0
9804,A. Kofler,Austria,Wolfsberger AC,32,3000,400000,66.0,68.0,59.0,66.0,47.0,68.0,399750.0
9823,S. Mpontshane,South Africa,Orlando Pirates,33,1000,350000,66.0,63.0,62.0,73.0,46.0,65.0,344200.0
9831,Jailson Acuna,Brazil,Avaí FC,31,4000,425000,57.0,74.0,77.0,68.0,13.0,63.0,477450.0
9843,A. Keita,Guinea,Östersunds FK,32,2000,400000,72.0,59.0,77.0,69.0,22.0,57.0,448225.0
9856,H. Ilkura,Japan,Vissel Kobe,33,2000,350000,64.0,66.0,58.0,63.0,25.0,68.0,457250.0
9863,M. Cano,Argentina,Coquimbo Unido,33,1000,350000,71.0,64.0,73.0,67.0,27.0,57.0,352800.0
9894,L. Requena,Argentina,Central Córdoba,31,3000,425000,65.0,65.0,63.0,65.0,61.0,70.0,429675.0
9907,C. Früchtl,Germany,Bayern München II,19,1000,975000,68.0,65.0,66.0,68.0,24.0,64.0,964625.0
9921,Gabriel Brazão,Brazil,Albacete BP,18,1000,925000,63.0,67.0,59.0,69.0,28.0,64.0,913250.0
9926,M. Carnesecchi,Italy,Trapani,19,1000,975000,63.0,64.0,58.0,67.0,32.0,64.0,950125.0
9939,J. Schendelaar,Netherlands,AZ Alkmaar,18,1000,925000,65.0,63.0,60.0,64.0,27.0,64.0,924875.0
9985,J. Markovič,Czech Republic,SK Slavia Praha,17,1000,750000,66.0,66.0,69.0,69.0,60.0,68.0,540800.0
9986,D. Iversen,Denmark,Rotherham United,21,2000,775000,67.0,62.0,68.0,66.0,42.0,65.0,386900.0
9992,Álvaro,Spain,SD Huesca,21,1000,775000,67.0,60.0,57.0,66.0,46.0,64.0,308875.0
9998,Pedro Silva,Portugal,CD Tondela,22,1000,775000,69.0,58.0,59.0,67.0,30.0,59.0,767750.0
10003,A. Grandi,Brazil,CD Leganés,22,4000,775000,66.0,65.0,67.0,69.0,33.0,64.0,771375.0
10011,F. Alastra,Italy,Parma,21,5000,750000,65.0,63.0,66.0,69.0,52.0,62.0,703375.0
10012,R. Macagno,Argentina,Newell's Old Boys,22,3000,750000,66.0,64.0,58.0,68.0,28.0,64.0,758875.0
10016,A. Zaccagno,Italy,Torino,22,6000,750000,65.0,62.0,48.0,70.0,25.0,65.0,710025.0
10037,A. Vlad,Romania,FCSB (Steaua),20,2000,750000,64.0,67.0,64.0,68.0,24.0,61.0,619125.0
10041,M. O'Leary,England,Shrewsbury,22,2000,675000,69.0,64.0,61.0,69.0,44.0,63.0,654000.0
10044,J. Vickers,England,Lincoln City,23,2000,675000,67.0,63.0,60.0,65.0,43.0,62.0,387550.0
10046,C. Trueman,England,Birmingham City,23,2000,675000,66.0,64.0,61.0,68.0,45.0,63.0,663625.0
10055,Javi Díaz,Spain,Sevilla FC,22,3000,675000,67.0,61.0,65.0,68.0,57.0,63.0,577875.0
10081,P. Bastianello,Italy,Frosinone,21,1000,700000,64.0,66.0,58.0,66.0,36.0,63.0,676875.0
10083,Samu Pérez,Spain,Real Valladolid CF,22,3000,675000,66.0,66.0,63.0,74.0,25.0,62.0,600825.0
10152,L. Maniero,Italy,Cittadella,24,1000,625000,65.0,66.0,60.0,67.0,40.0,65.0,597500.0
10154,S. Londoño,Colombia,Envigado FC,24,1000,625000,66.0,62.0,58.0,66.0,45.0,65.0,611625.0
10160,S. Kroll,Germany,SpVgg Unterhaching,22,1000,625000,66.0,63.0,59.0,67.0,37.0,63.0,633500.0
10177,N. Medvedev,Russia,Lokomotiv Moscow,24,1000,625000,62.0,69.0,62.0,63.0,27.0,64.0,627875.0
10182,Álex Craninx,Belgium,Molde FK,23,1000,625000,67.0,65.0,63.0,64.0,36.0,63.0,347225.0
10187,M. Paes,Netherlands,FC Utrecht,21,2000,625000,67.0,61.0,61.0,66.0,26.0,64.0,626250.0
10188,Wellington,Brazil,Gil Vicente FC,24,2000,625000,66.0,63.0,58.0,71.0,20.0,61.0,612525.0
10196,N. Baumann,Switzerland,FC Lugano,23,2000,625000,66.0,62.0,65.0,69.0,23.0,63.0,605275.0
10204,Vitor Caetano,Brazil,Famalicão,20,2000,625000,66.0,64.0,66.0,66.0,30.0,62.0,633375.0
10205,Raphael Aflalo,Brazil,CD Aves,22,2000,625000,62.0,65.0,66.0,67.0,24.0,66.0,630750.0
